country,year,sex,age,suicides_no
Italy,2003,male,25-34 years,411
Italy,2003,female,75+ years,200
Italy,2003,male,15-24 years,194
Italy,2003,female,55-74 years,340
Italy,2003,female,35-54 years,306
Italy,2003,female,25-34 years,108
Italy,2003,female,15-24 years,39
Italy,2003,male,5-14 years,6
Italy,2003,female,5-14 years,4
Italy,2004,male,75+ years,594
Italy,2004,male,55-74 years,907
Italy,2004,male,35-54 years,937
Italy,2004,male,25-34 years,443
Italy,2004,female,75+ years,193
Italy,2004,male,15-24 years,162
Italy,2004,female,55-74 years,303
Italy,2004,female,35-54 years,285
Italy,2004,female,25-34 years,107
Italy,2004,female,15-24 years,48
Italy,2004,female,5-14 years,4
Italy,2004,male,5-14 years,3
Italy,2005,male,75+ years,512
Italy,2005,male,55-74 years,871
Italy,2005,male,35-54 years,899
Italy,2005,male,25-34 years,343
Italy,2005,female,75+ years,190
Italy,2005,male,15-24 years,170
Italy,2005,female,55-74 years,336
Italy,2005,female,35-54 years,265
Italy,2005,female,25-34 years,105
Italy,2005,female,15-24 years,41
Italy,2005,male,5-14 years,8
Italy,2005,female,5-14 years,2
Italy,2006,male,75+ years,595
Italy,2006,male,55-74 years,868
Italy,2006,male,35-54 years,885
Italy,2006,male,25-34 years,344
Italy,2006,male,15-24 years,145
Italy,2006,female,75+ years,160
Italy,2006,female,55-74 years,274
Italy,2006,female,35-54 years,298
Italy,2006,female,25-34 years,86
Italy,2006,female,15-24 years,41
Italy,2006,male,5-14 years,4
Italy,2006,female,5-14 years,0
Italy,2007,male,75+ years,596
Italy,2007,male,55-74 years,885
Italy,2007,male,35-54 years,883
Italy,2007,male,25-34 years,354
Italy,2007,male,15-24 years,170
Italy,2007,female,75+ years,171
Italy,2007,female,55-74 years,274
Italy,2007,female,35-54 years,295
Italy,2007,female,25-34 years,84
Italy,2007,female,15-24 years,36
Italy,2007,male,5-14 years,5
Italy,2007,female,5-14 years,4
Italy,2008,male,75+ years,569
Italy,2008,male,55-74 years,917
Italy,2008,male,35-54 years,986
Italy,2008,male,25-34 years,362
Italy,2008,male,15-24 years,161
Italy,2008,female,75+ years,163
Italy,2008,female,55-74 years,313
Italy,2008,female,35-54 years,295
Italy,2008,female,25-34 years,97
Italy,2008,female,15-24 years,36
Italy,2008,female,5-14 years,3
Italy,2008,male,5-14 years,2
Italy,2009,male,75+ years,615
Italy,2009,male,55-74 years,938
Italy,2009,male,35-54 years,1058
Italy,2009,male,25-34 years,332
Italy,2009,male,15-24 years,144
Italy,2009,female,55-74 years,289
Italy,2009,female,75+ years,149
Italy,2009,female,35-54 years,329
Italy,2009,female,25-34 years,70
Italy,2009,female,15-24 years,42
Italy,2009,male,5-14 years,6
Italy,2009,female,5-14 years,2
Italy,2010,male,75+ years,591
Italy,2010,male,55-74 years,944
Italy,2010,male,35-54 years,1098
Italy,2010,male,25-34 years,341
Italy,2010,male,15-24 years,144
Italy,2010,female,75+ years,161
Italy,2010,female,55-74 years,294
Italy,2010,female,35-54 years,292
Italy,2010,female,25-34 years,82
Italy,2010,female,15-24 years,31
Italy,2010,male,5-14 years,10
Italy,2010,female,5-14 years,1
Italy,2011,male,75+ years,664
Italy,2011,male,55-74 years,1000
Italy,2011,male,35-54 years,1137
Italy,2011,male,25-34 years,316
Italy,2011,male,15-24 years,169
Italy,2011,female,75+ years,162
Italy,2011,female,55-74 years,294
Italy,2011,female,35-54 years,303
Italy,2011,female,25-34 years,59
Italy,2011,female,15-24 years,43
Italy,2011,male,5-14 years,4
Italy,2011,female,5-14 years,2
Italy,2012,male,75+ years,604
Italy,2012,male,55-74 years,993
Italy,2012,male,35-54 years,1215
Italy,2012,male,25-34 years,329
Italy,2012,male,15-24 years,179
Italy,2012,female,75+ years,175
Italy,2012,female,55-74 years,317
Italy,2012,female,35-54 years,325
Italy,2012,female,25-34 years,68
Italy,2012,female,15-24 years,44
Italy,2012,female,5-14 years,4
Italy,2012,male,5-14 years,4
Italy,2013,male,75+ years,625
Italy,2013,male,55-74 years,1039
Italy,2013,male,35-54 years,1162
Italy,2013,male,25-34 years,342
Italy,2013,male,15-24 years,147
Italy,2013,female,75+ years,181
Italy,2013,female,55-74 years,333
Italy,2013,female,35-54 years,335
Italy,2013,female,25-34 years,66
Italy,2013,female,15-24 years,49
Italy,2013,male,5-14 years,7
Italy,2013,female,5-14 years,4
Italy,2014,male,75+ years,670
Italy,2014,male,55-74 years,947
Italy,2014,male,35-54 years,1123
Italy,2014,male,25-34 years,300
Italy,2014,male,15-24 years,170
Italy,2014,female,35-54 years,371
Italy,2014,female,75+ years,158
Italy,2014,female,55-74 years,275
Italy,2014,female,25-34 years,75
Italy,2014,female,15-24 years,46
Italy,2014,female,5-14 years,7
Italy,2014,male,5-14 years,5
Italy,2015,male,75+ years,669
Italy,2015,male,55-74 years,934
Italy,2015,male,35-54 years,1063
Italy,2015,male,25-34 years,271
Italy,2015,male,15-24 years,161
Italy,2015,female,55-74 years,303
Italy,2015,female,75+ years,156
Italy,2015,female,35-54 years,320
Italy,2015,female,25-34 years,64
Italy,2015,female,15-24 years,34
Italy,2015,male,5-14 years,7
Italy,2015,female,5-14 years,6
Jamaica,1985,male,75+ years,1
Jamaica,1985,female,75+ years,1
Jamaica,1985,male,15-24 years,3
Jamaica,1985,male,25-34 years,1
Jamaica,1985,male,35-54 years,1
Jamaica,1985,female,35-54 years,1
Jamaica,1985,female,15-24 years,0
Jamaica,1985,female,25-34 years,0
Jamaica,1985,female,5-14 years,0
Jamaica,1985,female,55-74 years,0
Jamaica,1985,male,5-14 years,0
Jamaica,1985,male,55-74 years,0
Jamaica,1986,male,35-54 years,1
Jamaica,1986,female,15-24 years,0
Jamaica,1986,female,25-34 years,0
Jamaica,1986,female,35-54 years,0
Jamaica,1986,female,5-14 years,0
Jamaica,1986,female,55-74 years,0
Jamaica,1986,female,75+ years,0
Jamaica,1986,male,15-24 years,0
Jamaica,1986,male,25-34 years,0
Jamaica,1986,male,5-14 years,0
Jamaica,1986,male,55-74 years,0
Jamaica,1986,male,75+ years,0
Jamaica,1987,male,55-74 years,4
Jamaica,1987,male,15-24 years,5
Jamaica,1987,male,25-34 years,1
Jamaica,1987,female,25-34 years,1
Jamaica,1987,female,35-54 years,1
Jamaica,1987,female,5-14 years,1
Jamaica,1987,female,15-24 years,0
Jamaica,1987,female,55-74 years,0
Jamaica,1987,female,75+ years,0
Jamaica,1987,male,35-54 years,0
Jamaica,1987,male,5-14 years,0
Jamaica,1987,male,75+ years,0
Jamaica,1988,female,75+ years,1
Jamaica,1988,male,15-24 years,2
Jamaica,1988,male,35-54 years,1
Jamaica,1988,female,25-34 years,1
Jamaica,1988,female,15-24 years,0
Jamaica,1988,female,35-54 years,0
Jamaica,1988,female,5-14 years,0
Jamaica,1988,female,55-74 years,0
Jamaica,1988,male,25-34 years,0
Jamaica,1988,male,5-14 years,0
Jamaica,1988,male,55-74 years,0
Jamaica,1988,male,75+ years,0
Jamaica,1989,female,15-24 years,0
Jamaica,1989,female,25-34 years,0
Jamaica,1989,female,35-54 years,0
Jamaica,1989,female,5-14 years,0
Jamaica,1989,female,55-74 years,0
Jamaica,1989,female,75+ years,0
Jamaica,1989,male,15-24 years,0
Jamaica,1989,male,25-34 years,0
Jamaica,1989,male,35-54 years,0
Jamaica,1989,male,5-14 years,0
Jamaica,1989,male,55-74 years,0
Jamaica,1989,male,75+ years,0
Jamaica,1990,male,15-24 years,2
Jamaica,1990,male,35-54 years,1
Jamaica,1990,female,15-24 years,0
Jamaica,1990,female,25-34 years,0
Jamaica,1990,female,35-54 years,0
Jamaica,1990,female,5-14 years,0
Jamaica,1990,female,55-74 years,0
Jamaica,1990,female,75+ years,0
Jamaica,1990,male,25-34 years,0
Jamaica,1990,male,5-14 years,0
Jamaica,1990,male,55-74 years,0
Jamaica,1990,male,75+ years,0
Jamaica,1991,male,55-74 years,1
Jamaica,1991,female,15-24 years,0
Jamaica,1991,female,25-34 years,0
Jamaica,1991,female,35-54 years,0
Jamaica,1991,female,5-14 years,0
Jamaica,1991,female,55-74 years,0
Jamaica,1991,female,75+ years,0
Jamaica,1991,male,15-24 years,0
Jamaica,1991,male,25-34 years,0
Jamaica,1991,male,35-54 years,0
Jamaica,1991,male,5-14 years,0
Jamaica,1991,male,75+ years,0
Jamaica,2000,male,35-54 years,2
Jamaica,2000,male,15-24 years,1
Jamaica,2000,female,15-24 years,0
Jamaica,2000,female,25-34 years,0
Jamaica,2000,female,35-54 years,0
Jamaica,2000,female,5-14 years,0
Jamaica,2000,female,55-74 years,0
Jamaica,2000,female,75+ years,0
Jamaica,2000,male,25-34 years,0
Jamaica,2000,male,5-14 years,0
Jamaica,2000,male,55-74 years,0
Jamaica,2000,male,75+ years,0
Jamaica,2001,male,55-74 years,2
Jamaica,2001,male,25-34 years,1
Jamaica,2001,female,15-24 years,1
Jamaica,2001,male,35-54 years,1
Jamaica,2001,female,25-34 years,0
Jamaica,2001,female,35-54 years,0
Jamaica,2001,female,5-14 years,0
Jamaica,2001,female,55-74 years,0
Jamaica,2001,female,75+ years,0
Jamaica,2001,male,15-24 years,0
Jamaica,2001,male,5-14 years,0
Jamaica,2001,male,75+ years,0
Jamaica,2002,male,35-54 years,2
Jamaica,2002,female,15-24 years,0
Jamaica,2002,female,25-34 years,0
Jamaica,2002,female,35-54 years,0
Jamaica,2002,female,5-14 years,0
Jamaica,2002,female,55-74 years,0
Jamaica,2002,female,75+ years,0
Jamaica,2002,male,15-24 years,0
Jamaica,2002,male,25-34 years,0
Jamaica,2002,male,5-14 years,0
Jamaica,2002,male,55-74 years,0
Jamaica,2002,male,75+ years,0
Jamaica,2003,male,25-34 years,1
Jamaica,2003,female,15-24 years,1
Jamaica,2003,female,25-34 years,0
Jamaica,2003,female,35-54 years,0
Jamaica,2003,female,5-14 years,0
Jamaica,2003,female,55-74 years,0
Jamaica,2003,female,75+ years,0
Jamaica,2003,male,15-24 years,0
Jamaica,2003,male,35-54 years,0
Jamaica,2003,male,5-14 years,0
Jamaica,2003,male,55-74 years,0
Jamaica,2003,male,75+ years,0
Jamaica,2004,male,55-74 years,1
Jamaica,2004,female,15-24 years,0
Jamaica,2004,female,25-34 years,0
Jamaica,2004,female,35-54 years,0
Jamaica,2004,female,5-14 years,0
Jamaica,2004,female,55-74 years,0
Jamaica,2004,female,75+ years,0
Jamaica,2004,male,15-24 years,0
Jamaica,2004,male,25-34 years,0
Jamaica,2004,male,35-54 years,0
Jamaica,2004,male,5-14 years,0
Jamaica,2004,male,75+ years,0
Jamaica,2005,male,25-34 years,13
Jamaica,2005,male,55-74 years,7
Jamaica,2005,male,35-54 years,14
Jamaica,2005,male,75+ years,2
Jamaica,2005,male,15-24 years,6
Jamaica,2005,female,35-54 years,5
Jamaica,2005,female,25-34 years,1
Jamaica,2005,female,15-24 years,1
Jamaica,2005,female,5-14 years,1
Jamaica,2005,male,5-14 years,1
Jamaica,2005,female,55-74 years,0
Jamaica,2005,female,75+ years,0
Jamaica,2006,female,15-24 years,0
Jamaica,2006,female,25-34 years,0
Jamaica,2006,female,35-54 years,0
Jamaica,2006,female,5-14 years,0
Jamaica,2006,female,55-74 years,0
Jamaica,2006,female,75+ years,0
Jamaica,2006,male,15-24 years,0
Jamaica,2006,male,25-34 years,0
Jamaica,2006,male,35-54 years,0
Jamaica,2006,male,5-14 years,0
Jamaica,2006,male,55-74 years,0
Jamaica,2006,male,75+ years,0
Jamaica,2009,male,75+ years,3
Jamaica,2009,male,25-34 years,9
Jamaica,2009,male,55-74 years,6
Jamaica,2009,male,35-54 years,9
Jamaica,2009,male,15-24 years,5
Jamaica,2009,female,55-74 years,1
Jamaica,2009,female,25-34 years,1
Jamaica,2009,female,15-24 years,1
Jamaica,2009,male,5-14 years,1
Jamaica,2009,female,35-54 years,0
Jamaica,2009,female,5-14 years,0
Jamaica,2009,female,75+ years,0
Jamaica,2010,male,25-34 years,1
Jamaica,2010,male,5-14 years,1
Jamaica,2010,male,35-54 years,1
Jamaica,2010,female,15-24 years,0
Jamaica,2010,female,25-34 years,0
Jamaica,2010,female,35-54 years,0
Jamaica,2010,female,5-14 years,0
Jamaica,2010,female,55-74 years,0
Jamaica,2010,female,75+ years,0
Jamaica,2010,male,15-24 years,0
Jamaica,2010,male,55-74 years,0
Jamaica,2010,male,75+ years,0
Jamaica,2011,male,75+ years,4
Jamaica,2011,male,55-74 years,11
Jamaica,2011,male,35-54 years,14
Jamaica,2011,male,25-34 years,7
Jamaica,2011,male,15-24 years,5
Jamaica,2011,female,5-14 years,3
Jamaica,2011,male,5-14 years,3
Jamaica,2011,female,55-74 years,1
Jamaica,2011,female,15-24 years,1
Jamaica,2011,female,35-54 years,1
Jamaica,2011,female,25-34 years,0
Jamaica,2011,female,75+ years,0
Japan,1985,male,75+ years,1340
Japan,1985,female,75+ years,1553
Japan,1985,male,55-74 years,3763
Japan,1985,male,35-54 years,6962
Japan,1985,male,25-34 years,1982
Japan,1985,female,55-74 years,2543
Japan,1985,female,35-54 years,2582
Japan,1985,male,15-24 years,1139
Japan,1985,female,25-34 years,817
Japan,1985,female,15-24 years,491
Japan,1985,male,5-14 years,59
Japan,1985,female,5-14 years,26
Japan,1986,male,75+ years,1488
Japan,1986,female,75+ years,1801
Japan,1986,male,55-74 years,4171
Japan,1986,male,35-54 years,7298
Japan,1986,female,55-74 years,2877
Japan,1986,male,25-34 years,2057
Japan,1986,female,35-54 years,2787
Japan,1986,male,15-24 years,1263
Japan,1986,female,25-34 years,936
Japan,1986,female,15-24 years,680
Japan,1986,male,5-14 years,73
Japan,1986,female,5-14 years,53
Japan,1987,male,75+ years,1446
Japan,1987,female,75+ years,1718
Japan,1987,male,55-74 years,3988
Japan,1987,male,35-54 years,6688
Japan,1987,female,55-74 years,2938
Japan,1987,male,25-34 years,1904
Japan,1987,female,35-54 years,2496
Japan,1987,male,15-24 years,1065
Japan,1987,female,25-34 years,782
Japan,1987,female,15-24 years,569
Japan,1987,male,5-14 years,52
Japan,1987,female,5-14 years,17
Japan,1988,male,75+ years,1490
Japan,1988,female,75+ years,1865
Japan,1988,male,55-74 years,3851
Japan,1988,male,35-54 years,6087
Japan,1988,female,55-74 years,2853
Japan,1988,male,25-34 years,1736
Japan,1988,female,35-54 years,2438
Japan,1988,male,15-24 years,973
Japan,1988,female,25-34 years,721
Japan,1988,female,15-24 years,583
Japan,1988,male,5-14 years,49
Japan,1988,female,5-14 years,30
Japan,1989,male,75+ years,1463
Japan,1989,female,75+ years,1844
Japan,1989,male,55-74 years,3676
Japan,1989,male,35-54 years,5161
Japan,1989,female,55-74 years,2786
Japan,1989,male,25-34 years,1582
Japan,1989,female,35-54 years,2306
Japan,1989,male,15-24 years,928
Japan,1989,female,25-34 years,725
Japan,1989,female,15-24 years,479
Japan,1989,male,5-14 years,36
Japan,1989,female,5-14 years,27
Japan,1990,male,75+ years,1405
Japan,1990,female,75+ years,1814
Japan,1990,male,55-74 years,3654
Japan,1990,male,35-54 years,4822
Japan,1990,female,55-74 years,2607
Japan,1990,male,25-34 years,1462
Japan,1990,female,35-54 years,2184
Japan,1990,male,15-24 years,875
Japan,1990,female,25-34 years,698
Japan,1990,female,15-24 years,434
Japan,1990,male,5-14 years,30
Japan,1990,female,5-14 years,17
Japan,1991,male,75+ years,1354
Japan,1991,female,75+ years,1687
Japan,1991,male,55-74 years,3779
Japan,1991,male,35-54 years,4935
Japan,1991,female,55-74 years,2561
Japan,1991,male,25-34 years,1419
Japan,1991,female,35-54 years,2039
Japan,1991,male,15-24 years,891
Japan,1991,female,25-34 years,637
Japan,1991,female,15-24 years,442
Japan,1991,male,5-14 years,22
Japan,1991,female,5-14 years,14
Japan,1992,male,75+ years,1423
Japan,1992,female,75+ years,1702
Japan,1992,male,55-74 years,4155
Japan,1992,male,35-54 years,5269
Japan,1992,female,55-74 years,2555
Japan,1992,male,25-34 years,1501
Japan,1992,female,35-54 years,1998
Japan,1992,male,15-24 years,996
Japan,1992,female,25-34 years,633
Japan,1992,female,15-24 years,440
Japan,1992,male,5-14 years,52
Japan,1992,female,5-14 years,32
Japan,1993,male,75+ years,1258
Japan,1993,female,75+ years,1566
Japan,1993,male,55-74 years,4185
Japan,1993,male,35-54 years,5472
Japan,1993,male,25-34 years,1473
Japan,1993,female,55-74 years,2418
Japan,1993,female,35-54 years,1955
Japan,1993,male,15-24 years,974
Japan,1993,female,25-34 years,598
Japan,1993,female,15-24 years,404
Japan,1993,male,5-14 years,32
Japan,1993,female,5-14 years,18
Japan,1994,male,75+ years,1364
Japan,1994,male,55-74 years,4256
Japan,1994,female,75+ years,1538
Japan,1994,male,35-54 years,5439
Japan,1994,male,25-34 years,1631
Japan,1994,female,55-74 years,2314
Japan,1994,male,15-24 years,1147
Japan,1994,female,35-54 years,1846
Japan,1994,female,25-34 years,670
Japan,1994,female,15-24 years,463
Japan,1994,male,5-14 years,55
Japan,1994,female,5-14 years,21
Japan,1995,male,75+ years,1358
Japan,1995,male,55-74 years,4429
Japan,1995,female,75+ years,1582
Japan,1995,male,35-54 years,5507
Japan,1995,male,25-34 years,1692
Japan,1995,female,55-74 years,2426
Japan,1995,male,15-24 years,1050
Japan,1995,female,35-54 years,1984
Japan,1995,female,25-34 years,667
Japan,1995,female,15-24 years,488
Japan,1995,male,5-14 years,43
Japan,1995,female,5-14 years,23
Japan,1996,male,75+ years,1339
Japan,1996,male,55-74 years,4870
Japan,1996,female,75+ years,1614
Japan,1996,male,35-54 years,5725
Japan,1996,male,25-34 years,1690
Japan,1996,female,55-74 years,2513
Japan,1996,male,15-24 years,1036
Japan,1996,female,35-54 years,1944
Japan,1996,female,25-34 years,698
Japan,1996,female,15-24 years,474
Japan,1996,male,5-14 years,41
Japan,1996,female,5-14 years,23
Japan,1997,male,75+ years,1429
Japan,1997,male,55-74 years,5435
Japan,1997,male,35-54 years,5984
Japan,1997,female,75+ years,1674
Japan,1997,male,25-34 years,1813
Japan,1997,female,55-74 years,2570
Japan,1997,female,35-54 years,2045
Japan,1997,male,15-24 years,1011
Japan,1997,female,25-34 years,798
Japan,1997,female,15-24 years,468
Japan,1997,male,5-14 years,34
Japan,1997,female,5-14 years,19
Japan,1998,male,75+ years,1732
Japan,1998,male,55-74 years,7981
Japan,1998,male,35-54 years,8384
Japan,1998,female,75+ years,2013
Japan,1998,male,25-34 years,2462
Japan,1998,female,55-74 years,3292
Japan,1998,male,15-24 years,1453
Japan,1998,female,35-54 years,2385
Japan,1998,female,25-34 years,1050
Japan,1998,female,15-24 years,612
Japan,1998,male,5-14 years,66
Japan,1998,female,5-14 years,28
Japan,1999,male,75+ years,1794
Japan,1999,male,55-74 years,7971
Japan,1999,male,35-54 years,8340
Japan,1999,female,75+ years,1881
Japan,1999,male,25-34 years,2595
Japan,1999,female,55-74 years,3146
Japan,1999,male,15-24 years,1385
Japan,1999,female,35-54 years,2313
Japan,1999,female,25-34 years,1036
Japan,1999,female,15-24 years,581
Japan,1999,male,5-14 years,44
Japan,1999,female,5-14 years,29
Japan,2000,male,55-74 years,7988
Japan,2000,male,75+ years,1619
Japan,2000,male,35-54 years,8023
Japan,2000,female,75+ years,1796
Japan,2000,male,25-34 years,2454
Japan,2000,female,55-74 years,3032
Japan,2000,male,15-24 years,1273
Japan,2000,female,35-54 years,2172
Japan,2000,female,25-34 years,1027
Japan,2000,female,15-24 years,531
Japan,2000,male,5-14 years,58
Japan,2000,female,5-14 years,16
Japan,2001,male,55-74 years,7690
Japan,2001,male,75+ years,1692
Japan,2001,male,35-54 years,7913
Japan,2001,female,75+ years,1689
Japan,2001,male,25-34 years,2388
Japan,2001,female,55-74 years,2870
Japan,2001,male,15-24 years,1146
Japan,2001,female,35-54 years,2148
Japan,2001,female,25-34 years,1013
Japan,2001,female,15-24 years,522
Japan,2001,male,5-14 years,39
Japan,2001,female,5-14 years,22
Japan,2002,male,55-74 years,7956
Japan,2002,male,35-54 years,8202
Japan,2002,male,75+ years,1709
Japan,2002,female,75+ years,1664
Japan,2002,male,25-34 years,2444
Japan,2002,female,55-74 years,2919
Japan,2002,male,15-24 years,1131
Japan,2002,female,35-54 years,2187
Japan,2002,female,25-34 years,1005
Japan,2002,female,15-24 years,461
Japan,2002,male,5-14 years,25
Japan,2002,female,5-14 years,12
Japan,2003,male,55-74 years,8409
Japan,2003,male,35-54 years,8948
Japan,2003,male,75+ years,1733
Japan,2003,male,25-34 years,2910
Japan,2003,female,75+ years,1643
Japan,2003,female,55-74 years,3100
Japan,2003,male,15-24 years,1158
Japan,2003,female,35-54 years,2227
Japan,2003,female,25-34 years,1132
Japan,2003,female,15-24 years,556
Japan,2003,female,5-14 years,33
Japan,2003,male,5-14 years,32
Japan,2004,male,55-74 years,7895
Japan,2004,male,35-54 years,8056
Japan,2004,male,75+ years,1876
Japan,2004,male,25-34 years,2677
Japan,2004,female,75+ years,1595
Japan,2004,female,55-74 years,2941
Japan,2004,male,15-24 years,1233
Japan,2004,female,35-54 years,2045
Japan,2004,female,25-34 years,1088
Japan,2004,female,15-24 years,579
Japan,2004,male,5-14 years,27
Japan,2004,female,5-14 years,22
Japan,2005,male,55-74 years,8005
Japan,2005,male,35-54 years,8073
Japan,2005,male,75+ years,1858
Japan,2005,male,25-34 years,2862
Japan,2005,female,75+ years,1600
Japan,2005,male,15-24 years,1243
Japan,2005,female,55-74 years,2786
Japan,2005,female,25-34 years,1140
Japan,2005,female,35-54 years,2114
Japan,2005,female,15-24 years,643
Japan,2005,male,5-14 years,29
Japan,2005,female,5-14 years,16
Japan,2006,male,55-74 years,7921
Japan,2006,male,35-54 years,7436
Japan,2006,male,75+ years,1945
Japan,2006,male,25-34 years,2667
Japan,2006,female,75+ years,1639
Japan,2006,male,15-24 years,1257
Japan,2006,female,55-74 years,2866
Japan,2006,female,35-54 years,2193
Japan,2006,female,25-34 years,1133
Japan,2006,female,15-24 years,635
Japan,2006,male,5-14 years,57
Japan,2006,female,5-14 years,20
Japan,2007,male,55-74 years,8184
Japan,2007,male,75+ years,2205
Japan,2007,male,35-54 years,7599
Japan,2007,male,25-34 years,2596
Japan,2007,female,75+ years,1691
Japan,2007,male,15-24 years,1252
Japan,2007,female,55-74 years,3108
Japan,2007,female,35-54 years,2303
Japan,2007,female,25-34 years,1084
Japan,2007,female,15-24 years,596
Japan,2007,male,5-14 years,31
Japan,2007,female,5-14 years,16
Japan,2008,male,55-74 years,7894
Japan,2008,male,35-54 years,7344
Japan,2008,male,75+ years,2132
Japan,2008,male,25-34 years,2651
Japan,2008,female,75+ years,1673
Japan,2008,male,15-24 years,1343
Japan,2008,female,55-74 years,2885
Japan,2008,female,25-34 years,1203
Japan,2008,female,35-54 years,2237
Japan,2008,female,15-24 years,652
Japan,2008,male,5-14 years,41
Japan,2008,female,5-14 years,18
Japan,2009,male,55-74 years,7983
Japan,2009,male,35-54 years,7799
Japan,2009,male,75+ years,2216
Japan,2009,male,25-34 years,2657
Japan,2009,male,15-24 years,1326
Japan,2009,female,75+ years,1649
Japan,2009,female,55-74 years,2820
Japan,2009,female,25-34 years,1085
Japan,2009,female,35-54 years,2328
Japan,2009,female,15-24 years,605
Japan,2009,male,5-14 years,34
Japan,2009,female,5-14 years,21
Japan,2010,male,55-74 years,7466
Japan,2010,male,35-54 years,7351
Japan,2010,male,75+ years,2188
Japan,2010,male,25-34 years,2543
Japan,2010,male,15-24 years,1315
Japan,2010,female,75+ years,1686
Japan,2010,female,55-74 years,2879
Japan,2010,female,35-54 years,2404
Japan,2010,female,25-34 years,1008
Japan,2010,female,15-24 years,508
Japan,2010,male,5-14 years,42
Japan,2010,female,5-14 years,21
Japan,2011,male,55-74 years,6858
Japan,2011,male,35-54 years,6975
Japan,2011,male,75+ years,2188
Japan,2011,male,25-34 years,2404
Japan,2011,male,15-24 years,1304
Japan,2011,female,75+ years,1754
Japan,2011,female,55-74 years,2883
Japan,2011,female,35-54 years,2598
Japan,2011,female,25-34 years,1112
Japan,2011,female,15-24 years,616
Japan,2011,male,5-14 years,52
Japan,2011,female,5-14 years,22
Japan,2012,male,75+ years,2262
Japan,2012,male,55-74 years,6134
Japan,2012,male,35-54 years,6413
Japan,2012,male,25-34 years,2244
Japan,2012,male,15-24 years,1294
Japan,2012,female,75+ years,1612
Japan,2012,female,55-74 years,2636
Japan,2012,female,35-54 years,2242
Japan,2012,female,25-34 years,931
Japan,2012,female,15-24 years,495
Japan,2012,male,5-14 years,55
Japan,2012,female,5-14 years,20
Japan,2013,male,75+ years,2362
Japan,2013,male,35-54 years,6333
Japan,2013,male,55-74 years,5908
Japan,2013,male,25-34 years,2178
Japan,2013,male,15-24 years,1242
Japan,2013,female,75+ years,1713
Japan,2013,female,55-74 years,2604
Japan,2013,female,35-54 years,2242
Japan,2013,female,25-34 years,850
Japan,2013,female,15-24 years,467
Japan,2013,male,5-14 years,58
Japan,2013,female,5-14 years,34
Japan,2014,male,75+ years,2254
Japan,2014,male,55-74 years,5477
Japan,2014,male,35-54 years,5710
Japan,2014,male,25-34 years,2131
Japan,2014,male,15-24 years,1180
Japan,2014,female,75+ years,1587
Japan,2014,female,55-74 years,2512
Japan,2014,female,35-54 years,2158
Japan,2014,female,25-34 years,814
Japan,2014,female,15-24 years,432
Japan,2014,male,5-14 years,68
Japan,2014,female,5-14 years,34
Japan,2015,male,75+ years,2297
Japan,2015,male,55-74 years,5241
Japan,2015,male,35-54 years,5507
Japan,2015,male,25-34 years,1948
Japan,2015,male,15-24 years,1091
Japan,2015,female,75+ years,1509
Japan,2015,female,55-74 years,2292
Japan,2015,female,35-54 years,2024
Japan,2015,female,25-34 years,685
Japan,2015,female,15-24 years,408
Japan,2015,male,5-14 years,62
Japan,2015,female,5-14 years,28
Kazakhstan,1990,male,75+ years,82
Kazakhstan,1990,male,35-54 years,925
Kazakhstan,1990,male,55-74 years,356
Kazakhstan,1990,male,25-34 years,602
Kazakhstan,1990,female,75+ years,85
Kazakhstan,1990,male,15-24 years,375
Kazakhstan,1990,female,55-74 years,188
Kazakhstan,1990,female,15-24 years,170
Kazakhstan,1990,female,35-54 years,225
Kazakhstan,1990,female,25-34 years,104
Kazakhstan,1990,male,5-14 years,53
Kazakhstan,1990,female,5-14 years,7
Kazakhstan,1991,male,75+ years,74
Kazakhstan,1991,male,35-54 years,866
Kazakhstan,1991,male,55-74 years,354
Kazakhstan,1991,male,25-34 years,621
Kazakhstan,1991,female,75+ years,91
Kazakhstan,1991,male,15-24 years,405
Kazakhstan,1991,female,55-74 years,166
Kazakhstan,1991,female,15-24 years,139
Kazakhstan,1991,female,35-54 years,185
Kazakhstan,1991,female,25-34 years,104
Kazakhstan,1991,male,5-14 years,66
Kazakhstan,1991,female,5-14 years,11
Kazakhstan,1992,male,75+ years,64
Kazakhstan,1992,male,35-54 years,925
Kazakhstan,1992,male,55-74 years,390
Kazakhstan,1992,male,25-34 years,676
Kazakhstan,1992,male,15-24 years,453
Kazakhstan,1992,female,75+ years,84
Kazakhstan,1992,female,55-74 years,194
Kazakhstan,1992,female,35-54 years,217
Kazakhstan,1992,female,15-24 years,144
Kazakhstan,1992,female,25-34 years,132
Kazakhstan,1992,male,5-14 years,63
Kazakhstan,1992,female,5-14 years,14
Kazakhstan,1993,male,75+ years,77
Kazakhstan,1993,male,55-74 years,545
Kazakhstan,1993,male,35-54 years,1146
Kazakhstan,1993,male,25-34 years,772
Kazakhstan,1993,male,15-24 years,574
Kazakhstan,1993,female,75+ years,69
Kazakhstan,1993,female,55-74 years,229
Kazakhstan,1993,female,15-24 years,173
Kazakhstan,1993,female,35-54 years,219
Kazakhstan,1993,female,25-34 years,119
Kazakhstan,1993,male,5-14 years,76
Kazakhstan,1993,female,5-14 years,20
Kazakhstan,1994,male,75+ years,94
